event,station,time,phase
48,V0117,2024-06-16 12:01:50.665067299,S
48,V0506,2024-06-16 12:01:50.665065089,S
48,V0309,2024-06-16 12:01:50.665079832,S
48,V0808,2024-06-16 12:01:50.665064897,S
48,V0308,2024-06-16 12:01:50.665075597,S
48,V0805,2024-06-16 12:01:50.665073020,S
48,V0408,2024-06-16 12:01:50.665078642,S
48,V0504,2024-06-16 12:01:50.665074211,S
48,V0410,2024-06-16 12:01:50.665070654,S
48,V0305,2024-06-16 12:01:50.665071661,S
48,V0302,2024-06-16 12:01:50.665076138,S
48,V0810,2024-06-16 12:01:50.665067533,S
48,V0412,2024-06-16 12:01:50.665067432,S
48,V0417,2024-06-16 12:01:50.665074995,S
48,V0304,2024-06-16 12:01:50.665074337,S
49,V0807,2024-06-16 12:01:52.025923299,S
49,V0303,2024-06-16 12:01:52.025919721,S
49,V0403,2024-06-16 12:01:52.025927823,S
49,V0414,2024-06-16 12:01:52.025927577,S
49,V0508,2024-06-16 12:01:52.025926838,S
49,V0306,2024-06-16 12:01:52.025927769,S
49,V0109,2024-06-16 12:01:52.025925829,S
49,V0809,2024-06-16 12:01:52.025928103,S
49,V0505,2024-06-16 12:01:52.025915658,S
49,V0409,2024-06-16 12:01:52.025913021,S
49,V0117,2024-06-16 12:01:52.025925293,S
49,V0506,2024-06-16 12:01:52.025922526,S
49,V0808,2024-06-16 12:01:52.025925444,S
49,V0407,2024-06-16 12:01:52.025915805,S
49,V0502,2024-06-16 12:01:52.025920285,S
49,V0805,2024-06-16 12:01:52.025920818,S
49,V0408,2024-06-16 12:01:52.025913108,S
49,V0504,2024-06-16 12:01:52.025911175,S
49,V0410,2024-06-16 12:01:52.025915608,S
49,V0305,2024-06-16 12:01:52.025923223,S
49,V0302,2024-06-16 12:01:52.025918535,S
49,V0412,2024-06-16 12:01:52.025919356,S
49,V0404,2024-06-16 12:01:52.025927788,S
49,V0304,2024-06-16 12:01:52.025919773,S
50,V0509,2024-06-16 12:01:53.670033244,S
50,V0807,2024-06-16 12:01:53.670024274,S
50,V0303,2024-06-16 12:01:53.670022680,S
50,V0403,2024-06-16 12:01:53.670043857,S
50,V0414,2024-06-16 12:01:53.670027505,S
50,V0811,2024-06-16 12:01:53.670034006,S
50,V0307,2024-06-16 12:01:53.670030382,S
50,V0812,2024-06-16 12:01:53.670038382,S
50,V0703,2024-06-16 12:01:53.670048942,S
50,V0508,2024-06-16 12:01:53.670026084,S
50,V0306,2024-06-16 12:01:53.670026495,S
50,V0109,2024-06-16 12:01:53.670038693,S
50,V0704,2024-06-16 12:01:53.670059700,S
50,V0809,2024-06-16 12:01:53.670026750,S
50,V0505,2024-06-16 12:01:53.670018921,S
50,V0510,2024-06-16 12:01:53.670040224,S
50,V0409,2024-06-16 12:01:53.670023932,S
50,V0117,2024-06-16 12:01:53.670022789,S
50,V0506,2024-06-16 12:01:53.670022198,S
50,V0309,2024-06-16 12:01:53.670039593,S
50,V0402,2024-06-16 12:01:53.670048494,S
50,V0808,2024-06-16 12:01:53.670024954,S
50,V0802,2024-06-16 12:01:53.670046146,S
50,V0407,2024-06-16 12:01:53.670031257,S
50,V0308,2024-06-16 12:01:53.670034595,S
50,V0502,2024-06-16 12:01:53.670036201,S
50,V0310,2024-06-16 12:01:53.670044657,S
50,V0702,2024-06-16 12:01:53.670041533,S
50,V0805,2024-06-16 12:01:53.670026142,S
50,V0408,2024-06-16 12:01:53.670027358,S
50,V0504,2024-06-16 12:01:53.670022384,S
50,V0410,2024-06-16 12:01:53.670021667,S
50,V0305,2024-06-16 12:01:53.670023176,S
50,V0302,2024-06-16 12:01:53.670023541,S
50,V0104,2024-06-16 12:01:53.670059468,S
50,V0810,2024-06-16 12:01:53.670029719,S
50,V0412,2024-06-16 12:01:53.670021731,S
50,V0417,2024-06-16 12:01:53.670035580,S
50,V0105,2024-06-16 12:01:53.670059387,S
50,V0404,2024-06-16 12:01:53.670043822,S
50,V0304,2024-06-16 12:01:53.670022660,S
51,V0807,2024-06-16 12:01:53.991658170,S
51,V0303,2024-06-16 12:01:53.991658172,S
51,V0414,2024-06-16 12:01:53.991660474,S
51,V0508,2024-06-16 12:01:53.991659313,S
51,V0306,2024-06-16 12:01:53.991661075,S
51,V0809,2024-06-16 12:01:53.991660544,S
51,V0505,2024-06-16 12:01:53.991651606,S
51,V0409,2024-06-16 12:01:53.991657490,S
51,V0117,2024-06-16 12:01:53.991658324,S
51,V0506,2024-06-16 12:01:53.991655123,S
51,V0808,2024-06-16 12:01:53.991658767,S
51,V0805,2024-06-16 12:01:53.991660309,S
51,V0408,2024-06-16 12:01:53.991661355,S
51,V0504,2024-06-16 12:01:53.991656394,S
51,V0410,2024-06-16 12:01:53.991654502,S
51,V0305,2024-06-16 12:01:53.991658233,S
51,V0302,2024-06-16 12:01:53.991659109,S
51,V0412,2024-06-16 12:01:53.991654135,S
51,V0304,2024-06-16 12:01:53.991658147,S
52,V0807,2024-06-16 12:02:05.925270138,S
52,V0505,2024-06-16 12:02:05.925265612,S
52,V0409,2024-06-16 12:02:05.925267986,S
52,V0506,2024-06-16 12:02:05.925270757,S
52,V0808,2024-06-16 12:02:05.925271908,S
52,V0805,2024-06-16 12:02:05.925270745,S
52,V0408,2024-06-16 12:02:05.925272342,S
52,V0504,2024-06-16 12:02:05.925268737,S
52,V0410,2024-06-16 12:02:05.925264171,S
52,V0412,2024-06-16 12:02:05.925266320,S
53,V0807,2024-06-16 12:02:08.466687244,S
53,V0303,2024-06-16 12:02:08.466683519,S
53,V0505,2024-06-16 12:02:08.466679301,S
53,V0409,2024-06-16 12:02:08.466682813,S
53,V0117,2024-06-16 12:02:08.466687041,S
53,V0506,2024-06-16 12:02:08.466684823,S
53,V0805,2024-06-16 12:02:08.466687635,S
53,V0408,2024-06-16 12:02:08.466685903,S
53,V0504,2024-06-16 12:02:08.466680927,S
53,V0410,2024-06-16 12:02:08.466681568,S
53,V0305,2024-06-16 12:02:08.466685486,S
53,V0302,2024-06-16 12:02:08.466683633,S
53,V0412,2024-06-16 12:02:08.466683139,S
53,V0304,2024-06-16 12:02:08.466683530,S
54,V0509,2024-06-16 12:02:12.191533566,S
54,V0807,2024-06-16 12:02:12.191528743,S
54,V0414,2024-06-16 12:02:12.191529288,S
54,V0811,2024-06-16 12:02:12.191531304,S
54,V0307,2024-06-16 12:02:12.191534922,S
54,V0508,2024-06-16 12:02:12.191528939,S
54,V0306,2024-06-16 12:02:12.191534476,S
54,V0809,2024-06-16 12:02:12.191522927,S
54,V0505,2024-06-16 12:02:12.191533201,S
54,V0117,2024-06-16 12:02:12.191530640,S
54,V0506,2024-06-16 12:02:12.191528862,S
54,V0808,2024-06-16 12:02:12.191525345,S
54,V0410,2024-06-16 12:02:12.191534417,S
54,V0810,2024-06-16 12:02:12.191526184,S
54,V0412,2024-06-16 12:02:12.191531025,S
55,V0509,2024-06-16 12:02:13.541915293,S
55,V0807,2024-06-16 12:02:13.541907019,S
55,V0414,2024-06-16 12:02:13.541909150,S
55,V0811,2024-06-16 12:02:13.541914528,S
55,V0508,2024-06-16 12:02:13.541908942,S
55,V0306,2024-06-16 12:02:13.541914862,S
55,V0809,2024-06-16 12:02:13.541906048,S
55,V0505,2024-06-16 12:02:13.541909886,S
55,V0409,2024-06-16 12:02:13.541914867,S
55,V0117,2024-06-16 12:02:13.541911179,S
55,V0506,2024-06-16 12:02:13.541906860,S
55,V0808,2024-06-16 12:02:13.541905021,S
55,V0805,2024-06-16 12:02:13.541913034,S
55,V0504,2024-06-16 12:02:13.541915011,S
55,V0410,2024-06-16 12:02:13.541910927,S
55,V0305,2024-06-16 12:02:13.541915219,S
55,V0810,2024-06-16 12:02:13.541909589,S
55,V0412,2024-06-16 12:02:13.541907674,S
56,V0807,2024-06-16 12:02:16.151331843,S
56,V0303,2024-06-16 12:02:16.151333687,S
56,V0414,2024-06-16 12:02:16.151335382,S
56,V0508,2024-06-16 12:02:16.151334122,S
56,V0809,2024-06-16 12:02:16.151334156,S
56,V0505,2024-06-16 12:02:16.151327964,S
56,V0409,2024-06-16 12:02:16.151333439,S
56,V0117,2024-06-16 12:02:16.151331598,S
56,V0506,2024-06-16 12:02:16.151330231,S
56,V0808,2024-06-16 12:02:16.151332322,S
56,V0805,2024-06-16 12:02:16.151334566,S
56,V0504,2024-06-16 12:02:16.151332352,S
56,V0410,2024-06-16 12:02:16.151330536,S
56,V0305,2024-06-16 12:02:16.151333305,S
56,V0302,2024-06-16 12:02:16.151334764,S
56,V0412,2024-06-16 12:02:16.151329837,S
56,V0304,2024-06-16 12:02:16.151333656,S
57,V0807,2024-06-16 12:02:19.711632676,S
57,V0414,2024-06-16 12:02:19.711636476,S
57,V0508,2024-06-16 12:02:19.711636066,S
57,V0809,2024-06-16 12:02:19.711636235,S
57,V0505,2024-06-16 12:02:19.711626982,S
57,V0409,2024-06-16 12:02:19.711632095,S
57,V0117,2024-06-16 12:02:19.711636930,S
57,V0506,2024-06-16 12:02:19.711631746,S
57,V0808,2024-06-16 12:02:19.711633862,S
57,V0805,2024-06-16 12:02:19.711634483,S
57,V0408,2024-06-16 12:02:19.711636395,S
57,V0504,2024-06-16 12:02:19.711632052,S
57,V0410,2024-06-16 12:02:19.711628229,S
57,V0412,2024-06-16 12:02:19.711628318,S
58,V0509,2024-06-16 12:02:20.181270109,S
58,V0807,2024-06-16 12:02:20.181259423,S
58,V0303,2024-06-16 12:02:20.181259995,S
58,V0414,2024-06-16 12:02:20.181263465,S
58,V0811,2024-06-16 12:02:20.181271195,S
58,V0307,2024-06-16 12:02:20.181268353,S
58,V0508,2024-06-16 12:02:20.181262614,S
58,V0306,2024-06-16 12:02:20.181264607,S
58,V0109,2024-06-16 12:02:20.181272871,S
58,V0809,2024-06-16 12:02:20.181263291,S
58,V0505,2024-06-16 12:02:20.181251619,S
58,V0409,2024-06-16 12:02:20.181255510,S
58,V0117,2024-06-16 12:02:20.181261401,S
58,V0506,2024-06-16 12:02:20.181258254,S
58,V0808,2024-06-16 12:02:20.181260909,S
58,V0407,2024-06-16 12:02:20.181263324,S
58,V0308,2024-06-16 12:02:20.181272427,S
58,V0502,2024-06-16 12:02:20.181268732,S
58,V0805,2024-06-16 12:02:20.181259756,S
58,V0408,2024-06-16 12:02:20.181259192,S
58,V0504,2024-06-16 12:02:20.181254209,S
58,V0410,2024-06-16 12:02:20.181253664,S
58,V0305,2024-06-16 12:02:20.181261243,S
58,V0302,2024-06-16 12:02:20.181260277,S
58,V0810,2024-06-16 12:02:20.181266657,S
58,V0412,2024-06-16 12:02:20.181255652,S
58,V0417,2024-06-16 12:02:20.181272129,S
58,V0304,2024-06-16 12:02:20.181259996,S
59,V0303,2024-06-16 12:02:20.541558420,S
59,V0505,2024-06-16 12:02:20.541556268,S
59,V0409,2024-06-16 12:02:20.541554612,S
59,V0407,2024-06-16 12:02:20.541557088,S
59,V0502,2024-06-16 12:02:20.541560934,S
59,V0408,2024-06-16 12:02:20.541554779,S
59,V0504,2024-06-16 12:02:20.541552607,S
59,V0410,2024-06-16 12:02:20.541556679,S
59,V0302,2024-06-16 12:02:20.541557021,S
59,V0412,2024-06-16 12:02:20.541560031,S
59,V0304,2024-06-16 12:02:20.541558480,S
60,V0807,2024-06-16 12:02:22.441876503,S
60,V0303,2024-06-16 12:02:22.441874786,S
60,V0414,2024-06-16 12:02:22.441880274,S
60,V0508,2024-06-16 12:02:22.441879468,S
60,V0306,2024-06-16 12:02:22.441880987,S
60,V0809,2024-06-16 12:02:22.441880668,S
60,V0505,2024-06-16 12:02:22.441868265,S
60,V0409,2024-06-16 12:02:22.441869245,S
60,V0117,2024-06-16 12:02:22.441878363,S
60,V0506,2024-06-16 12:02:22.441875118,S
60,V0808,2024-06-16 12:02:22.441878227,S
60,V0407,2024-06-16 12:02:22.441876158,S
60,V0502,2024-06-16 12:02:22.441881389,S
60,V0805,2024-06-16 12:02:22.441875686,S
60,V0408,2024-06-16 12:02:22.441872236,S
60,V0504,2024-06-16 12:02:22.441867354,S
60,V0410,2024-06-16 12:02:22.441869208,S
60,V0305,2024-06-16 12:02:22.441877043,S
60,V0302,2024-06-16 12:02:22.441874502,S
60,V0810,2024-06-16 12:02:22.441883999,S
60,V0412,2024-06-16 12:02:22.441872225,S
60,V0304,2024-06-16 12:02:22.441874808,S
61,V0807,2024-06-16 12:02:27.387568440,S
61,V0414,2024-06-16 12:02:27.387572694,S
61,V0508,2024-06-16 12:02:27.387571818,S
61,V0809,2024-06-16 12:02:27.387571138,S
61,V0505,2024-06-16 12:02:27.387565934,S
61,V0409,2024-06-16 12:02:27.387571298,S
61,V0117,2024-06-16 12:02:27.387570766,S
61,V0506,2024-06-16 12:02:27.387567851,S
61,V0808,2024-06-16 12:02:27.387569004,S
61,V0805,2024-06-16 12:02:27.387571680,S
61,V0504,2024-06-16 12:02:27.387570742,S
61,V0410,2024-06-16 12:02:27.387567926,S
61,V0412,2024-06-16 12:02:27.387566762,S
62,V0509,2024-06-16 12:02:34.193014532,S
62,V0807,2024-06-16 12:02:34.193004428,S
62,V0303,2024-06-16 12:02:34.193004734,S
62,V0414,2024-06-16 12:02:34.193007657,S
62,V0811,2024-06-16 12:02:34.193016051,S
62,V0307,2024-06-16 12:02:34.193013167,S
62,V0508,2024-06-16 12:02:34.193007007,S
62,V0306,2024-06-16 12:02:34.193009463,S
62,V0109,2024-06-16 12:02:34.193017337,S
62,V0809,2024-06-16 12:02:34.193008278,S
62,V0505,2024-06-16 12:02:34.192995585,S
62,V0409,2024-06-16 12:02:34.192998657,S
62,V0117,2024-06-16 12:02:34.193007034,S
62,V0506,2024-06-16 12:02:34.193002616,S
62,V0808,2024-06-16 12:02:34.193005935,S
62,V0407,2024-06-16 12:02:34.193006751,S
62,V0308,2024-06-16 12:02:34.193017196,S
62,V0502,2024-06-16 12:02:34.193012357,S
62,V0805,2024-06-16 12:02:34.193004436,S
62,V0408,2024-06-16 12:02:34.193002520,S
62,V0504,2024-06-16 12:02:34.192997710,S
62,V0410,2024-06-16 12:02:34.192996830,S
62,V0305,2024-06-16 12:02:34.193006108,S
62,V0302,2024-06-16 12:02:34.193004896,S
62,V0810,2024-06-16 12:02:34.193011582,S
62,V0412,2024-06-16 12:02:34.192999453,S
62,V0417,2024-06-16 12:02:34.193016419,S
62,V0304,2024-06-16 12:02:34.193004739,S
63,V0807,2024-06-16 12:02:34.974052113,S
63,V0303,2024-06-16 12:02:34.974046139,S
63,V0414,2024-06-16 12:02:34.974054024,S
63,V0307,2024-06-16 12:02:34.974052542,S
63,V0508,2024-06-16 12:02:34.974051900,S
63,V0306,2024-06-16 12:02:34.974048494,S
63,V0809,2024-06-16 12:02:34.974052481,S
63,V0505,2024-06-16 12:02:34.974049336,S
63,V0409,2024-06-16 12:02:34.974054305,S
63,V0117,2024-06-16 12:02:34.974043938,S
63,V0506,2024-06-16 12:02:34.974049553,S
63,V0808,2024-06-16 12:02:34.974051790,S
63,V0308,2024-06-16 12:02:34.974056899,S
63,V0805,2024-06-16 12:02:34.974055006,S
63,V0504,2024-06-16 12:02:34.974052481,S
63,V0410,2024-06-16 12:02:34.974052139,S
63,V0305,2024-06-16 12:02:34.974045347,S
63,V0302,2024-06-16 12:02:34.974047693,S
63,V0810,2024-06-16 12:02:34.974054416,S
63,V0412,2024-06-16 12:02:34.974051269,S
63,V0304,2024-06-16 12:02:34.974046091,S
64,V0807,2024-06-16 12:02:36.352105419,S
64,V0414,2024-06-16 12:02:36.352108672,S
64,V0508,2024-06-16 12:02:36.352109674,S
64,V0809,2024-06-16 12:02:36.352105060,S
64,V0505,2024-06-16 12:02:36.352110811,S
64,V0506,2024-06-16 12:02:36.352108447,S
64,V0808,2024-06-16 12:02:36.352103878,S
64,V0410,2024-06-16 12:02:36.352110670,S
64,V0810,2024-06-16 12:02:36.352108471,S
64,V0412,2024-06-16 12:02:36.352107842,S
65,V0807,2024-06-16 12:02:38.145255900,S
65,V0303,2024-06-16 12:02:38.145253271,S
65,V0414,2024-06-16 12:02:38.145259364,S
65,V0307,2024-06-16 12:02:38.145260179,S
65,V0508,2024-06-16 12:02:38.145257581,S
65,V0306,2024-06-16 12:02:38.145256301,S
65,V0809,2024-06-16 12:02:38.145257486,S
65,V0505,2024-06-16 12:02:38.145252965,S
65,V0409,2024-06-16 12:02:38.145257729,S
65,V0117,2024-06-16 12:02:38.145251002,S
65,V0506,2024-06-16 12:02:38.145254470,S
65,V0808,2024-06-16 12:02:38.145256117,S
65,V0805,2024-06-16 12:02:38.145258372,S
65,V0408,2024-06-16 12:02:38.145260834,S
65,V0504,2024-06-16 12:02:38.145256028,S
65,V0410,2024-06-16 12:02:38.145255629,S
65,V0305,2024-06-16 12:02:38.145253187,S
65,V0302,2024-06-16 12:02:38.145254428,S
65,V0810,2024-06-16 12:02:38.145260116,S
65,V0412,2024-06-16 12:02:38.145255198,S
65,V0304,2024-06-16 12:02:38.145253239,S
66,V0509,2024-06-16 12:02:39.708244657,S
66,V0807,2024-06-16 12:02:39.708236442,S
66,V0303,2024-06-16 12:02:39.708243966,S
66,V0414,2024-06-16 12:02:39.708238061,S
66,V0811,2024-06-16 12:02:39.708244899,S
66,V0307,2024-06-16 12:02:39.708244825,S
66,V0812,2024-06-16 12:02:39.708249548,S
66,V0508,2024-06-16 12:02:39.708237519,S
66,V0306,2024-06-16 12:02:39.708242643,S
66,V0809,2024-06-16 12:02:39.708237033,S
66,V0505,2024-06-16 12:02:39.708236038,S
66,V0510,2024-06-16 12:02:39.708251661,S
66,V0409,2024-06-16 12:02:39.708241527,S
66,V0117,2024-06-16 12:02:39.708239539,S
66,V0506,2024-06-16 12:02:39.708234041,S
66,V0309,2024-06-16 12:02:39.708252350,S
66,V0808,2024-06-16 12:02:39.708235665,S
66,V0407,2024-06-16 12:02:39.708250136,S
66,V0308,2024-06-16 12:02:39.708248024,S
66,V0502,2024-06-16 12:02:39.708255965,S
66,V0702,2024-06-16 12:02:39.708255710,S
66,V0805,2024-06-16 12:02:39.708241304,S
66,V0408,2024-06-16 12:02:39.708245794,S
66,V0504,2024-06-16 12:02:39.708241477,S
66,V0410,2024-06-16 12:02:39.708237473,S
66,V0305,2024-06-16 12:02:39.708242153,S
66,V0302,2024-06-16 12:02:39.708245388,S
66,V0810,2024-06-16 12:02:39.708240236,S
66,V0412,2024-06-16 12:02:39.708234268,S
66,V0417,2024-06-16 12:02:39.708246495,S
66,V0304,2024-06-16 12:02:39.708243917,S
68,V0509,2024-06-16 12:02:43.465895932,S
68,V0807,2024-06-16 12:02:43.465893172,S
68,V0303,2024-06-16 12:02:43.465889664,S
68,V0414,2024-06-16 12:02:43.465893566,S
68,V0811,2024-06-16 12:02:43.465895518,S
68,V0307,2024-06-16 12:02:43.465890486,S
68,V0812,2024-06-16 12:02:43.465899168,S
68,V0703,2024-06-16 12:02:43.465908892,S
68,V0508,2024-06-16 12:02:43.465891282,S
68,V0306,2024-06-16 12:02:43.465887329,S
68,V0809,2024-06-16 12:02:43.465891570,S
68,V0505,2024-06-16 12:02:43.465892271,S
68,V0510,2024-06-16 12:02:43.465901876,S
68,V0409,2024-06-16 12:02:43.465897811,S
68,V0117,2024-06-16 12:02:43.465882273,S
68,V0506,2024-06-16 12:02:43.465890211,S
68,V0309,2024-06-16 12:02:43.465899446,S
68,V0808,2024-06-16 12:02:43.465891887,S
68,V0407,2024-06-16 12:02:43.465904866,S
68,V0308,2024-06-16 12:02:43.465894508,S
68,V0310,2024-06-16 12:02:43.465904493,S
68,V0702,2024-06-16 12:02:43.465900655,S
68,V0805,2024-06-16 12:02:43.465897386,S
68,V0408,2024-06-16 12:02:43.465901172,S
68,V0504,2024-06-16 12:02:43.465896303,S
68,V0410,2024-06-16 12:02:43.465895009,S
68,V0305,2024-06-16 12:02:43.465886727,S
68,V0302,2024-06-16 12:02:43.465891636,S
68,V0810,2024-06-16 12:02:43.465892629,S
68,V0412,2024-06-16 12:02:43.465893110,S
68,V0417,2024-06-16 12:02:43.465898784,S
68,V0304,2024-06-16 12:02:43.465889594,S
69,V0807,2024-06-16 12:02:48.373240767,S
69,V0303,2024-06-16 12:02:48.373229276,S
69,V0414,2024-06-16 12:02:48.373242960,S
69,V0307,2024-06-16 12:02:48.373241413,S
69,V0508,2024-06-16 12:02:48.373240904,S
69,V0306,2024-06-16 12:02:48.373236830,S
69,V0809,2024-06-16 12:02:48.373242270,S
69,V0505,2024-06-16 12:02:48.373235911,S
69,V0409,2024-06-16 12:02:48.373239735,S
69,V0117,2024-06-16 12:02:48.373234061,S
69,V0506,2024-06-16 12:02:48.373238042,S
69,V0808,2024-06-16 12:02:48.373241118,S
69,V0805,2024-06-16 12:02:48.373242167,S
69,V0408,2024-06-16 12:02:48.373241981,S
69,V0504,2024-06-16 12:02:48.373237453,S
69,V0410,2024-06-16 12:02:48.373238593,S
69,V0305,2024-06-16 12:02:48.373231945,S
69,V0302,2024-06-16 12:02:48.373229807,S
69,V0412,2024-06-16 12:02:48.373238852,S
69,V0304,2024-06-16 12:02:48.373229282,S
70,V0509,2024-06-16 12:02:50.485439926,S
70,V0807,2024-06-16 12:02:50.485430644,S
70,V0414,2024-06-16 12:02:50.485433793,S
70,V0811,2024-06-16 12:02:50.485438651,S
70,V0508,2024-06-16 12:02:50.485434143,S
70,V0306,2024-06-16 12:02:50.485440800,S
70,V0809,2024-06-16 12:02:50.485429783,S
70,V0505,2024-06-16 12:02:50.485435238,S
70,V0409,2024-06-16 12:02:50.485439563,S
70,V0117,2024-06-16 12:02:50.485436956,S
70,V0506,2024-06-16 12:02:50.485432531,S
70,V0808,2024-06-16 12:02:50.485428422,S
70,V0805,2024-06-16 12:02:50.485436881,S
70,V0504,2024-06-16 12:02:50.485440024,S
70,V0410,2024-06-16 12:02:50.485435741,S
70,V0305,2024-06-16 12:02:50.485441365,S
70,V0810,2024-06-16 12:02:50.485433599,S
70,V0412,2024-06-16 12:02:50.485432663,S
70,V0417,2024-06-16 12:02:50.485441276,S
71,V0807,2024-06-16 12:02:52.234440101,S
71,V0303,2024-06-16 12:02:52.234448553,S
71,V0414,2024-06-16 12:02:52.234443976,S
71,V0508,2024-06-16 12:02:52.234443818,S
71,V0809,2024-06-16 12:02:52.234443111,S
71,V0505,2024-06-16 12:02:52.234438361,S
71,V0409,2024-06-16 12:02:52.234443004,S
71,V0117,2024-06-16 12:02:52.234445561,S
71,V0506,2024-06-16 12:02:52.234439882,S
71,V0808,2024-06-16 12:02:52.234440797,S
71,V0805,2024-06-16 12:02:52.234443452,S
71,V0408,2024-06-16 12:02:52.234447298,S
71,V0504,2024-06-16 12:02:52.234443287,S
71,V0410,2024-06-16 12:02:52.234438994,S
71,V0305,2024-06-16 12:02:52.234447678,S
71,V0810,2024-06-16 12:02:52.234446679,S
71,V0412,2024-06-16 12:02:52.234436996,S
71,V0304,2024-06-16 12:02:52.234448521,S
72,V0303,2024-06-16 12:02:56.039604684,S
72,V0505,2024-06-16 12:02:56.039607477,S
72,V0409,2024-06-16 12:02:56.039609847,S
72,V0504,2024-06-16 12:02:56.039607476,S
72,V0410,2024-06-16 12:02:56.039609599,S
72,V0305,2024-06-16 12:02:56.039608699,S
72,V0302,2024-06-16 12:02:56.039603737,S
72,V0304,2024-06-16 12:02:56.039604738,S
73,V0509,2024-06-16 12:02:57.348659970,S
73,V0807,2024-06-16 12:02:57.348654684,S
73,V0414,2024-06-16 12:02:57.348655399,S
73,V0811,2024-06-16 12:02:57.348657991,S
73,V0508,2024-06-16 12:02:57.348655005,S
73,V0809,2024-06-16 12:02:57.348649611,S
73,V0505,2024-06-16 12:02:57.348658889,S
73,V0117,2024-06-16 12:02:57.348656690,S
73,V0506,2024-06-16 12:02:57.348654657,S
73,V0808,2024-06-16 12:02:57.348651392,S
73,V0810,2024-06-16 12:02:57.348652916,S
73,V0412,2024-06-16 12:02:57.348656750,S
74,V0509,2024-06-16 12:02:59.500410323,S
74,V0807,2024-06-16 12:02:59.500404342,S
74,V0414,2024-06-16 12:02:59.500404870,S
74,V0811,2024-06-16 12:02:59.500408638,S
74,V0508,2024-06-16 12:02:59.500405565,S
74,V0809,2024-06-16 12:02:59.500400626,S
74,V0505,2024-06-16 12:02:59.500409123,S
74,V0117,2024-06-16 12:02:59.500409704,S
74,V0506,2024-06-16 12:02:59.500405201,S
74,V0808,2024-06-16 12:02:59.500401430,S
74,V0805,2024-06-16 12:02:59.500410713,S
74,V0410,2024-06-16 12:02:59.500409629,S
74,V0810,2024-06-16 12:02:59.500403731,S
74,V0412,2024-06-16 12:02:59.500406168,S
75,V0807,2024-06-16 12:03:02.776762739,S
75,V0414,2024-06-16 12:03:02.776764480,S
75,V0811,2024-06-16 12:03:02.776768762,S
75,V0508,2024-06-16 12:03:02.776763859,S
75,V0306,2024-06-16 12:03:02.776768986,S
75,V0809,2024-06-16 12:03:02.776760503,S
75,V0505,2024-06-16 12:03:02.776765774,S
75,V0117,2024-06-16 12:03:02.776764933,S
75,V0506,2024-06-16 12:03:02.776762281,S
75,V0808,2024-06-16 12:03:02.776760270,S
75,V0805,2024-06-16 12:03:02.776768929,S
75,V0410,2024-06-16 12:03:02.776767154,S
75,V0810,2024-06-16 12:03:02.776763846,S
75,V0412,2024-06-16 12:03:02.776763966,S
76,V0807,2024-06-16 12:03:05.149534800,S
76,V0505,2024-06-16 12:03:05.149527673,S
76,V0409,2024-06-16 12:03:05.149529884,S
76,V0506,2024-06-16 12:03:05.149534663,S
76,V0808,2024-06-16 12:03:05.149536640,S
76,V0805,2024-06-16 12:03:05.149534592,S
76,V0408,2024-06-16 12:03:05.149534146,S
76,V0504,2024-06-16 12:03:05.149529806,S
76,V0410,2024-06-16 12:03:05.149527306,S
76,V0412,2024-06-16 12:03:05.149530766,S
77,V0807,2024-06-16 12:03:13.121675301,S
77,V0414,2024-06-16 12:03:13.121677206,S
77,V0811,2024-06-16 12:03:13.121682612,S
77,V0508,2024-06-16 12:03:13.121677190,S
77,V0809,2024-06-16 12:03:13.121674114,S
77,V0505,2024-06-16 12:03:13.121678447,S
77,V0117,2024-06-16 12:03:13.121679949,S
77,V0506,2024-06-16 12:03:13.121675297,S
77,V0808,2024-06-16 12:03:13.121673185,S
77,V0805,2024-06-16 12:03:13.121681376,S
77,V0410,2024-06-16 12:03:13.121679339,S
77,V0810,2024-06-16 12:03:13.121677662,S
77,V0412,2024-06-16 12:03:13.121676010,S
78,V0807,2024-06-16 12:03:15.130473614,S
78,V0414,2024-06-16 12:03:15.130474894,S
78,V0811,2024-06-16 12:03:15.130475384,S
78,V0508,2024-06-16 12:03:15.130475486,S
78,V0809,2024-06-16 12:03:15.130468197,S
78,V0506,2024-06-16 12:03:15.130475880,S
78,V0808,2024-06-16 12:03:15.130470385,S
78,V0810,2024-06-16 12:03:15.130470519,S
78,V0412,2024-06-16 12:03:15.130477185,S
79,V0807,2024-06-16 12:03:20.251435370,S
79,V0303,2024-06-16 12:03:20.251429872,S
79,V0508,2024-06-16 12:03:20.251436405,S
79,V0306,2024-06-16 12:03:20.251435352,S
79,V0505,2024-06-16 12:03:20.251429599,S
79,V0409,2024-06-16 12:03:20.251434048,S
79,V0117,2024-06-16 12:03:20.251432179,S
79,V0506,2024-06-16 12:03:20.251432758,S
79,V0808,2024-06-16 12:03:20.251436002,S
79,V0504,2024-06-16 12:03:20.251432118,S
79,V0410,2024-06-16 12:03:20.251432330,S
79,V0305,2024-06-16 12:03:20.251431241,S
79,V0302,2024-06-16 12:03:20.251430598,S
79,V0412,2024-06-16 12:03:20.251432657,S
79,V0304,2024-06-16 12:03:20.251429861,S
80,V0807,2024-06-16 12:03:26.248770033,S
80,V0414,2024-06-16 12:03:26.248774324,S
80,V0508,2024-06-16 12:03:26.248775144,S
